CJM_L1,CJM_L2,CJM_L3,CJM_L3코드,관련_L4(근거),SBF_업무ID,SBF_1Depth,SBF_2Depth,SBF_3Depth(업무명),BSS_화면수,BSS_대표화면(최대5),신뢰도,매칭근거,검수상태(승인/수정/반려),검수메모
서비스 이용,고객 지원/CS,매장 찾기,use_cs_store,매장 상담 내역/AS센터 안내/임대폰 제공 매장,BC216,CRM 운영,상담&채널시스템관리,고객센터-이메일시스템 운영,0,,중,용어일치: 상담 / 동의어: 고객센터·상담 / 단계축 일치 / L4 [매장 상담 내역/AS센터 안내/임대폰 제공 매장] 기준,,
서비스 이용,고객 지원/CS,매장 찾기,use_cs_store,매장 상담 내역/AS센터 안내/임대폰 제공 매장,BB108,채널,상담&채널 운영 기획,보이는 ARS 관리,0,,중,용어일치: 상담 / 동의어: ars·상담 / 단계축 일치 / L4 [매장 상담 내역/AS센터 안내/임대폰 제공 매장] 기준,,
서비스 이용,고객 지원/CS,매장 찾기,use_cs_store,,BA125,채널,대리점 운영,매장정보관리,9,ZPSMSPRF10110 매장리스트 | ZPSMSPRF10120 매장상세정보 | ZPSMSPRF70410 유통망 주소 좌표 설정 | ZPSMSPRF10130 본직영점교체 | ZPSMSPRF10030 파트너접촉이력,중,용어일치: 매장 / 동의어: 대리점 / 단계축 일치,,
서비스 이용,고객 지원/CS,매장 찾기,use_cs_store,,BA121,채널,대리점 평가 관리,매장평가실적관리,3,ZPSMSPRF90950 소매매장별통계 | ZPSMSPRF90970 T매장인증제 항목별 실적 조회 | ZPSMSPRF90901 프로파일조직도리스트(T-SHOP),중,용어일치: 매장 / 동의어: 대리점 / 단계축 일치,,
서비스 이용,고객 지원/CS,매장 찾기,use_cs_store,매장 상담 내역/AS센터 안내/임대폰 제공 매장,BC206,CRM 운영,상담&채널시스템관리,보이는 ARS운영,0,,중,용어일치: 상담 / 동의어: ars·상담 / 단계축 일치 / L4 [매장 상담 내역/AS센터 안내/임대폰 제공 매장] 기준,,
서비스 이용,고객 지원/CS,앱 관리,use_cs_app,앱 설정 (회원 정보 설정/위젯 설정),BB144,채널,고객 경험 설계,회원 및 서비스 환경 설정 기능 설계,0,,중,용어일치: 설정·회원 / 단계축 일치 / L4 [앱 설정 (회원 정보 설정/위젯 설정)] 기준,,
서비스 이용,고객 지원/CS,앱 관리,use_cs_app,앱 설정 (회원 정보 설정/위젯 설정),B2003,2.회원·계정,회원·계정 일반,가망고객 등록/변경/삭제,18,ZORDSCUS00171 단골고객 관심정보TM리스트 | ZORDSCUS00178 단골고객 메모 업로드 | ZORDSCUS00184 상담예약 기준관리 | ZORDSCUS00193 대리점MMS발송 | ZORDSCUS00170 단골고객 관심정보,중,용어일치: 회원 / 단계축 일치 / L4 [앱 설정 (회원 정보 설정/위젯 설정)] 기준,,
서비스 이용,고객 지원/CS,앱 관리,use_cs_app,앱 설정 (회원 정보 설정/위젯 설정),B2006,2.회원·계정,회원·계정 일반,단골고객 등록/변경/삭제,20,ZORDSCUS00170 단골고객 관심정보 | ZORDSCUS00179 단골고객이력 조회 | ZORDSCUS00180 단골고객관리 | ZORDSCUS00181 단골고객리스트 | ZORDSCUS00185 단골고객Task관리,중,용어일치: 회원 / 단계축 일치 / L4 [앱 설정 (회원 정보 설정/위젯 설정)] 기준,,
서비스 이용,고객 지원/CS,앱 관리,use_cs_app,앱 설정 (회원 정보 설정/위젯 설정),B2034,2.회원·계정,회원·계정 일반,해지고객조회제한,1,ZORDSS0940010 해지고객조회제한,중,용어일치: 회원 / 단계축 일치 / L4 [앱 설정 (회원 정보 설정/위젯 설정)] 기준,,
서비스 이용,고객 지원/CS,앱 관리,use_cs_app,앱 설정 (회원 정보 설정/위젯 설정),B2035,2.회원·계정,회원·계정 일반,해지분리고객정보조회,29,ZUAMSSUB00030 해지분리고객 서비스조회 | ZUAMSSUB00040 해지분리고객 서비스조회 | ZUAMSSUB00050 해지고객 명의변경 고객기준조회조건 SUBFORM(SWGPC) | ZUAMSTNI00140 양도인분리고객 서비스이력조회 | ZUAMSTNI00610 양도인분리고객조회(팝업),중,용어일치: 회원 / 단계축 일치 / L4 [앱 설정 (회원 정보 설정/위젯 설정)] 기준,,
서비스 이용,고객 지원/CS,앱 관리,use_cs_app,앱 설정 (회원 정보 설정/위젯 설정),B2044,2.회원·계정,회원·계정 일반,기업솔루션 고객정보 조회/변경,0,,중,용어일치: 회원 / 단계축 일치 / L4 [앱 설정 (회원 정보 설정/위젯 설정)] 기준,,
서비스 이용,고객 지원/CS,온라인 상담,use_cs_email,,BB145,채널,고객 경험 설계,디지털 채널 고객 지원 및 상담&채널 체계 기획,0,,중,용어일치: 상담·지원 / 단계축 일치,,
서비스 이용,고객 지원/CS,온라인 상담,use_cs_email,,BB124,채널,상담&채널 운영 실행 지원,인력관리,0,,중,용어일치: 상담·지원 / 단계축 일치,,
서비스 이용,고객 지원/CS,온라인 상담,use_cs_email,,BB125,채널,상담&채널 운영 실행 지원,상담&채널 모니터링,0,,중,용어일치: 상담·지원 / 단계축 일치,,
서비스 이용,고객 지원/CS,온라인 상담,use_cs_email,,BB126,채널,상담&채널 운영 실행 지원,오퍼관리,13,ZOUTSB1300240 고객직접배정 | ZOUTSEXES0030 캠페인 상세 배정정보 조회 | ZOUTSB1300210 상담사배정관리 | ZOUTSASS00110 채널전송예정대상건수조회 | ZOUTSASS10500 대상자배정이력 상세조회,중,용어일치: 상담·지원 / 단계축 일치,,
서비스 이용,고객 지원/CS,온라인 상담,use_cs_email,,BB127,채널,상담&채널 운영 실행 지원,상담&채널 가이드 콘텐츠 배포 및 관리,0,,중,용어일치: 상담·지원 / 단계축 일치,,
서비스 이용,고객 지원/CS,온라인 상담,use_cs_email,챗봇 상담,BC211,CRM 운영,상담&채널시스템관리,챗봇운영,0,,중,용어일치: 상담·챗봇 / 동의어: 챗봇 / 단계축 일치 / L4 [챗봇 상담] 기준,,
서비스 이용,고객 지원/CS,이용 안내 확인,use_cs_guide,,BB145,채널,고객 경험 설계,디지털 채널 고객 지원 및 상담&채널 체계 기획,0,,중,용어일치: 지원 / 동의어: 상담 / 단계축 일치,,
서비스 이용,고객 지원/CS,이용 안내 확인,use_cs_guide,,BB124,채널,상담&채널 운영 실행 지원,인력관리,0,,중,용어일치: 지원 / 동의어: 상담 / 단계축 일치,,
서비스 이용,고객 지원/CS,이용 안내 확인,use_cs_guide,,BB125,채널,상담&채널 운영 실행 지원,상담&채널 모니터링,0,,중,용어일치: 지원 / 동의어: 상담 / 단계축 일치,,
서비스 이용,고객 지원/CS,이용 안내 확인,use_cs_guide,,BB126,채널,상담&채널 운영 실행 지원,오퍼관리,13,ZOUTSB1300240 고객직접배정 | ZOUTSEXES0030 캠페인 상세 배정정보 조회 | ZOUTSB1300210 상담사배정관리 | ZOUTSASS00110 채널전송예정대상건수조회 | ZOUTSASS10500 대상자배정이력 상세조회,중,용어일치: 지원 / 동의어: 상담 / 단계축 일치,,
서비스 이용,고객 지원/CS,이용 안내 확인,use_cs_guide,,BB127,채널,상담&채널 운영 실행 지원,상담&채널 가이드 콘텐츠 배포 및 관리,0,,중,용어일치: 지원 / 동의어: 상담 / 단계축 일치,,
서비스 이용,고객 지원/CS,이용 안내 확인,use_cs_guide,,BC214,CRM 운영,상담&채널시스템관리,ACS운영,0,,중,용어일치: cs / 동의어: 상담 / 단계축 일치,,
서비스 이용,구독 이용/관리,구독 상품 관리,use_univ_manage,결제수단 변경,BC029,수납·미납 운영,수납/결제,결제수단 거래관리,0,,상,용어일치: 결제·결제수단 / 단계축 일치 / L4 [결제수단 변경] 기준,,
서비스 이용,구독 이용/관리,구독 상품 관리,use_univ_manage,,B5012,5.이용·변경,상품·서비스 (계약) 변경,제휴상품(구독)변경,0,,중,용어일치: 구독·상품 / 단계축 일치,,
서비스 이용,구독 이용/관리,구독 상품 관리,use_univ_manage,배송 및 결제 관리,B7018,7.청구·수납,수납·결제,납부증빙 발행,12,ZPAYSURP93000 탄소중립포인트 실적조회 | ZPAYSCLM00510 수납이력 고객발송 신청/해지 | ZPAYSURP10100 영수증Preview | ZPAYSCLM00370 영수증재발행EMAIL/MMS발송내역 | ZPAYSCLM01600 영수증EMAIL자동발행신청/해지,중,용어일치: 결제 / 단계축 일치 / L4 [배송 및 결제 관리] 기준,,
서비스 이용,구독 이용/관리,구독 상품 관리,use_univ_manage,배송 및 결제 관리,B7024,7.청구·수납,수납·결제,자동납부 신청내역 조회,27,ZAPASSUB00120 자동납부신청임시저장조회 | ZAPASCRT00110 자동납부 가접수리스트 | ZAPASCRT10800 자동납부 신청내역조회(출금이체통합관리) | ZAPASCRT20110 자동납부신규가입자리스트 | ZAPASCRT20300 PAYINFO 통계,중,용어일치: 결제 / 단계축 일치 / L4 [배송 및 결제 관리] 기준,,
서비스 이용,구독 이용/관리,구독 상품 관리,use_univ_manage,배송 및 결제 관리,B7025,7.청구·수납,수납·결제,"자동납부 검증, 상태/인출내역 조회",26,ZAPASCRT20080 자동납부신청후 미인출리스트 | ZAPASCRTC0020 자동납부 관계 선택 | ZAPASCWR80900 대외기관파일 송수신통계 | ZAPASCWR55010 자동납부할인계산 검증관리 | ZAPASCWR80300 자동납부 미인출자 지로전환리스트,중,용어일치: 결제 / 단계축 일치 / L4 [배송 및 결제 관리] 기준,,
서비스 이용,구독 이용/관리,구독 상품 관리,use_univ_manage,배송 및 결제 관리,BC028,수납·미납 운영,수납/결제,자동납부 - 카페이,0,,중,용어일치: 결제 / 단계축 일치 / L4 [배송 및 결제 관리] 기준,,
서비스 이용,구독 이용/관리,이용권/쿠폰/바코드 사용,use_univ_use,,B5045,5.이용·변경,마케팅 프로그램,상품 이용권 사용/이력조회,0,,중,용어일치: 사용·이용권 / 단계축 일치,,
서비스 이용,구독 이용/관리,이용권/쿠폰/바코드 사용,use_univ_use,,B5028,5.이용·변경,마케팅 프로그램,포인트 사용,5,ZRBPSR0300060 OK캐쉬백/T포인트 사용 | ZRBPSE0600020 무약정플랜포인트 요금납부신청 | ZRBPSE0600040 무약정플랜포인트 관리조정 | ZRBPSE0600050 무약정플랜포인트 관리조정내역조회 | ZRBPSE0600060 무약정플랜포인트 자동납부 신청내역,중,용어일치: 사용 / 동의어: 포인트 / 단계축 일치,,
서비스 이용,구독 이용/관리,이용권/쿠폰/바코드 사용,use_univ_use,,B5046,5.이용·변경,마케팅 프로그램,상품 이용권 환불,0,,중,용어일치: 이용권 / 단계축 일치,,
서비스 이용,구독 이용/관리,이용권/쿠폰/바코드 사용,use_univ_use,,B5012,5.이용·변경,상품·서비스 (계약) 변경,제휴상품(구독)변경,0,,중,용어일치: 구독 / 동의어: 제휴 / 단계축 일치,,
서비스 이용,구독 이용/관리,이용권/쿠폰/바코드 사용,use_univ_use,,BA075,상품,쿠폰/이용권 관리,쿠폰 사용,0,,하,용어일치: 사용·이용권·쿠폰 / 단계축 불일치,,
서비스 이용,구독 이용/관리,이용권/쿠폰/바코드 사용,use_univ_use,,BB136,채널,고객 경험 설계,이벤트 및 멤버십 혜택 관리 체계 기획,0,,하,동의어: 멤버십·혜택 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,결합 관리,use_combo,결합 상품 해지,B5102,5.이용·변경,상품·서비스 (계약) 변경,결합변경,0,,중,용어일치: 결합·상품 / 단계축 일치 / L4 [결합 상품 해지] 기준,,
서비스 이용,나의 가입정보 관리,결합 관리,use_combo,,BC135,고객 여정,계약·개통,이동전화가입(IT),317,ZORDSB0300075 고객상담 유선서비스 조회 팝업 | ZORDSBUB00010 유선기본요금제변경 | ZORDSB03S0200 유선상품할인SUB | ZORDSB0300400 oksusu MMS 발송(P) | ZORDSB03S0210 변경대상기본요금제조회,중,용어일치: 가입 / 동의어: 개통 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,결합 관리,use_combo,,BC136,고객 여정,계약·개통,마케팅프로그램 가입(IT),86,ZORDSS9970040 캐쉬백차감 | ZORDSS0500540 SAVE결제리스트 | ZORDSS9990600 T모아쿠폰 등록/취소 | ZORDSS9990610 T모아쿠폰 적용 서비스 조회 | ZORDSS9990620 T모아쿠폰 상세 및 I/F이력 확인,중,용어일치: 가입 / 동의어: 개통 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,결합 관리,use_combo,,B2024,2.회원·계정,통합회원 정보,통합회원 가입/탈회(개인),9,ZORDSCUS00600 고객명/생년월일 동일고객선택 | ZORDSCUS00040 사업자정보(P) | ZORDSCUS00045 종사업장 정보(P) | ZORDSCUS00060 법인위임대리인정보(P) | ZORDSCUSS0020 특수고객프로파일관리,하,용어일치: 가입 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,결합 관리,use_combo,,B2031,2.회원·계정,통합회원 정보,통합회원 가입/탈회(법인),9,ZORDSCUS00600 고객명/생년월일 동일고객선택 | ZORDSCUS00040 사업자정보(P) | ZORDSCUS00045 종사업장 정보(P) | ZORDSCUS00060 법인위임대리인정보(P) | ZORDSCUSS0020 특수고객프로파일관리,하,용어일치: 가입 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,결합 관리,use_combo,결합 상품 해지,B2034,2.회원·계정,회원·계정 일반,해지고객조회제한,1,ZORDSS0940010 해지고객조회제한,하,용어일치: 해지 / 단계축 일치 / L4 [결합 상품 해지] 기준,,
서비스 이용,나의 가입정보 관리,명의변경,use_info_namechg,,B5001,5.이용·변경,계약변경,명의변경,9,ZORDSS0200020 다회선 명의전환 | ZORDSS0200021 다회선 명의변경 | ZORDSS0200010 명의변경(무선) | ZORDSS0200090 명의변경/서비스해지 사전체크 | ZORDSS0200100 B2C명의변경,중,용어일치: 명의변경 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,명의변경,use_info_namechg,,B5077,5.이용·변경,계약변경(기업공통),기업 명의변경,0,,중,용어일치: 명의변경 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,명의변경,use_info_namechg,,BC135,고객 여정,계약·개통,이동전화가입(IT),317,ZORDSB0300075 고객상담 유선서비스 조회 팝업 | ZORDSBUB00010 유선기본요금제변경 | ZORDSB03S0200 유선상품할인SUB | ZORDSB0300400 oksusu MMS 발송(P) | ZORDSB03S0210 변경대상기본요금제조회,중,용어일치: 가입 / 동의어: 개통 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,명의변경,use_info_namechg,,BC136,고객 여정,계약·개통,마케팅프로그램 가입(IT),86,ZORDSS9970040 캐쉬백차감 | ZORDSS0500540 SAVE결제리스트 | ZORDSS9990600 T모아쿠폰 등록/취소 | ZORDSS9990610 T모아쿠폰 적용 서비스 조회 | ZORDSS9990620 T모아쿠폰 상세 및 I/F이력 확인,중,용어일치: 가입 / 동의어: 개통 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,명의변경,use_info_namechg,,B2024,2.회원·계정,통합회원 정보,통합회원 가입/탈회(개인),9,ZORDSCUS00600 고객명/생년월일 동일고객선택 | ZORDSCUS00040 사업자정보(P) | ZORDSCUS00045 종사업장 정보(P) | ZORDSCUS00060 법인위임대리인정보(P) | ZORDSCUSS0020 특수고객프로파일관리,하,용어일치: 가입 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,명의변경,use_info_namechg,,B2031,2.회원·계정,통합회원 정보,통합회원 가입/탈회(법인),9,ZORDSCUS00600 고객명/생년월일 동일고객선택 | ZORDSCUS00040 사업자정보(P) | ZORDSCUS00045 종사업장 정보(P) | ZORDSCUS00060 법인위임대리인정보(P) | ZORDSCUSS0020 특수고객프로파일관리,하,용어일치: 가입 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,번호변경,use_info_numchg,,B5002,5.이용·변경,계약변경,번호변경,11,ZORDSS0100060 번호선택 | ZORDSS0600070 다회선 번호변경 | ZORDSS0804020 번호별변경이력 | ZPOSSMNGS0010 POS업무처리 | ZPOSSMNG00010 POS업무처리결과조회,중,용어일치: 번호변경 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,번호변경,use_info_numchg,,BC151,고객 여정,계약변경,번호변경(IT),8,ZPOSSMNGS0010 POS업무처리 | ZPOSSMNG00010 POS업무처리결과조회 | ZPOSSMNG00090 POS업무비과금대상처리 | ZPOSSMNG00110 UCMS인터페이스로그 조회 | ZPOSSMNG00130 POS업무모니터링,중,용어일치: 번호변경 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,번호변경,use_info_numchg,,BC135,고객 여정,계약·개통,이동전화가입(IT),317,ZORDSB0300075 고객상담 유선서비스 조회 팝업 | ZORDSBUB00010 유선기본요금제변경 | ZORDSB03S0200 유선상품할인SUB | ZORDSB0300400 oksusu MMS 발송(P) | ZORDSB03S0210 변경대상기본요금제조회,중,용어일치: 가입 / 동의어: 개통 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,번호변경,use_info_numchg,,BC136,고객 여정,계약·개통,마케팅프로그램 가입(IT),86,ZORDSS9970040 캐쉬백차감 | ZORDSS0500540 SAVE결제리스트 | ZORDSS9990600 T모아쿠폰 등록/취소 | ZORDSS9990610 T모아쿠폰 적용 서비스 조회 | ZORDSS9990620 T모아쿠폰 상세 및 I/F이력 확인,중,용어일치: 가입 / 동의어: 개통 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,번호변경,use_info_numchg,,B2024,2.회원·계정,통합회원 정보,통합회원 가입/탈회(개인),9,ZORDSCUS00600 고객명/생년월일 동일고객선택 | ZORDSCUS00040 사업자정보(P) | ZORDSCUS00045 종사업장 정보(P) | ZORDSCUS00060 법인위임대리인정보(P) | ZORDSCUSS0020 특수고객프로파일관리,하,용어일치: 가입 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,번호변경,use_info_numchg,,B2031,2.회원·계정,통합회원 정보,통합회원 가입/탈회(법인),9,ZORDSCUS00600 고객명/생년월일 동일고객선택 | ZORDSCUS00040 사업자정보(P) | ZORDSCUS00045 종사업장 정보(P) | ZORDSCUS00060 법인위임대리인정보(P) | ZORDSCUSS0020 특수고객프로파일관리,하,용어일치: 가입 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,부가서비스 관리,use_addmgmt,,B5071,5.이용·변경,계약변경(기업공통),기업 부가상품변경,0,,중,용어일치: 부가 / 동의어: 부가상품 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,부가서비스 관리,use_addmgmt,,BC135,고객 여정,계약·개통,이동전화가입(IT),317,ZORDSB0300075 고객상담 유선서비스 조회 팝업 | ZORDSBUB00010 유선기본요금제변경 | ZORDSB03S0200 유선상품할인SUB | ZORDSB0300400 oksusu MMS 발송(P) | ZORDSB03S0210 변경대상기본요금제조회,중,용어일치: 가입 / 동의어: 개통 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,부가서비스 관리,use_addmgmt,,BC136,고객 여정,계약·개통,마케팅프로그램 가입(IT),86,ZORDSS9970040 캐쉬백차감 | ZORDSS0500540 SAVE결제리스트 | ZORDSS9990600 T모아쿠폰 등록/취소 | ZORDSS9990610 T모아쿠폰 적용 서비스 조회 | ZORDSS9990620 T모아쿠폰 상세 및 I/F이력 확인,중,용어일치: 가입 / 동의어: 개통 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,부가서비스 관리,use_addmgmt,자동가입/해지 상품 안내,BC087,가입/변경/해지(가입/변경/해지(Order))/풀필먼트 운영,채널 연동,가입/변경/해지(가입/변경/해지(Order))/상품 변경요청,0,,하,용어일치: 가입·상품·해지 / 단계축 불일치 / L4 [자동가입/해지 상품 안내] 기준,,
서비스 이용,나의 가입정보 관리,부가서비스 관리,use_addmgmt,자동가입/해지 상품 안내,BC088,가입/변경/해지(가입/변경/해지(Order))/풀필먼트 운영,채널 연동,가입/변경/해지(가입/변경/해지(Order))/상품 조회,0,,하,용어일치: 가입·상품·해지 / 단계축 불일치 / L4 [자동가입/해지 상품 안내] 기준,,
서비스 이용,나의 가입정보 관리,부가서비스 관리,use_addmgmt,,B2024,2.회원·계정,통합회원 정보,통합회원 가입/탈회(개인),9,ZORDSCUS00600 고객명/생년월일 동일고객선택 | ZORDSCUS00040 사업자정보(P) | ZORDSCUS00045 종사업장 정보(P) | ZORDSCUS00060 법인위임대리인정보(P) | ZORDSCUSS0020 특수고객프로파일관리,하,용어일치: 가입 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,요금제 변경 관리,use_planchg,,B5070,5.이용·변경,계약변경(기업공통),기업 요금제변경,0,,중,용어일치: 요금·요금제 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,요금제 변경 관리,use_planchg,,B7044,7.청구·수납,청구,실시간요금조회,34,ZINVSHOT82000 LTE Cat.M1 선납잔액 조회 | ZINVSHOTS0010 미래요금조회 | ZINVSHOT01020 당월사용요금조회 | ZINVSVEW01093 태블릿 약정예상위약금조회 | ZINVSHOT01050 해지청구상세조회,중,용어일치: 요금 / 동의어: 요금조회·청구 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,요금제 변경 관리,use_planchg,월 납부 금액 확인,B7018,7.청구·수납,수납·결제,납부증빙 발행,12,ZPAYSURP93000 탄소중립포인트 실적조회 | ZPAYSCLM00510 수납이력 고객발송 신청/해지 | ZPAYSURP10100 영수증Preview | ZPAYSCLM00370 영수증재발행EMAIL/MMS발송내역 | ZPAYSCLM01600 영수증EMAIL자동발행신청/해지,중,용어일치: 납부 / 단계축 일치 / L4 [월 납부 금액 확인] 기준,,
서비스 이용,나의 가입정보 관리,요금제 변경 관리,use_planchg,월 납부 금액 확인,B7024,7.청구·수납,수납·결제,자동납부 신청내역 조회,27,ZAPASSUB00120 자동납부신청임시저장조회 | ZAPASCRT00110 자동납부 가접수리스트 | ZAPASCRT10800 자동납부 신청내역조회(출금이체통합관리) | ZAPASCRT20110 자동납부신규가입자리스트 | ZAPASCRT20300 PAYINFO 통계,중,용어일치: 납부 / 단계축 일치 / L4 [월 납부 금액 확인] 기준,,
서비스 이용,나의 가입정보 관리,요금제 변경 관리,use_planchg,월 납부 금액 확인,B7025,7.청구·수납,수납·결제,"자동납부 검증, 상태/인출내역 조회",26,ZAPASCRT20080 자동납부신청후 미인출리스트 | ZAPASCRTC0020 자동납부 관계 선택 | ZAPASCWR80900 대외기관파일 송수신통계 | ZAPASCWR55010 자동납부할인계산 검증관리 | ZAPASCWR80300 자동납부 미인출자 지로전환리스트,중,용어일치: 납부 / 단계축 일치 / L4 [월 납부 금액 확인] 기준,,
서비스 이용,나의 가입정보 관리,요금제 변경 관리,use_planchg,,BC016,청구 운영,요금계산,가입고객요금상담&채널 기준 정보,5,ZORDSB1000964 Simulation Pool 관리 | ZORDSB1000961 Simulation복제대상테이블관리 | ZORDSB1000963 Simulation복제제외대상할인조건관리 | ZORDSB1000962 Simulation복제대상할인관리 | ZORDSB1000960 가입고객요금상담복제기준관리,중,용어일치: 가입·요금 / 단계축 일치,,
서비스 이용,나의 가입정보 관리,이동전화 가입 정보,use_info_mobile,나의 요금제/부가서비스,B5070,5.이용·변경,계약변경(기업공통),기업 요금제변경,0,,중,용어일치: 요금·요금제 / 단계축 일치 / L4 [나의 요금제/부가서비스] 기준,,
서비스 이용,나의 가입정보 관리,이동전화 가입 정보,use_info_mobile,나의 요금제/부가서비스,B7044,7.청구·수납,청구,실시간요금조회,34,ZINVSHOT82000 LTE Cat.M1 선납잔액 조회 | ZINVSHOTS0010 미래요금조회 | ZINVSHOT01020 당월사용요금조회 | ZINVSVEW01093 태블릿 약정예상위약금조회 | ZINVSHOT01050 해지청구상세조회,중,용어일치: 요금 / 단계축 일치 / L4 [나의 요금제/부가서비스] 기준,,
서비스 이용,나의 가입정보 관리,이동전화 가입 정보,use_info_mobile,납부/청구 정보,B2036,2.회원·계정,계정 (청구/납부),청구계정,25,ZORDSACT00030 청구선택 | ZORDSACT00080 다회선분리납부등록/변경 | ZORDSACT00090 다회선서비스청구연결변경 | ZORDSACT00025 분리납부계정 사업자정보 | ZORDSACT00040 대리점분리납부등록/변경,중,용어일치: 납부·청구 / 단계축 일치 / L4 [납부/청구 정보] 기준,,
서비스 이용,나의 가입정보 관리,이동전화 가입 정보,use_info_mobile,납부/청구 정보,B2039,2.회원·계정,계정 (청구/납부),납부계정,49,ZORDSACT00011 청구선택정보 | ZORDSACT00012 e-Mail 추가정보 | ZORDSACT00020 청구정보변경 | ZORDSACT00029 청구서동봉 대상 리스트 조회 | ZORDSACT00050 청구정보관리 변경통계,중,용어일치: 납부·청구 / 단계축 일치 / L4 [납부/청구 정보] 기준,,
서비스 이용,나의 가입정보 관리,이동전화 가입 정보,use_info_mobile,나의 요금제/부가서비스,B5071,5.이용·변경,계약변경(기업공통),기업 부가상품변경,0,,중,용어일치: 부가 / 단계축 일치 / L4 [나의 요금제/부가서비스] 기준,,
서비스 이용,나의 가입정보 관리,이동전화 가입 정보,use_info_mobile,납부/청구 정보,B7018,7.청구·수납,수납·결제,납부증빙 발행,12,ZPAYSURP93000 탄소중립포인트 실적조회 | ZPAYSCLM00510 수납이력 고객발송 신청/해지 | ZPAYSURP10100 영수증Preview | ZPAYSCLM00370 영수증재발행EMAIL/MMS발송내역 | ZPAYSCLM01600 영수증EMAIL자동발행신청/해지,중,용어일치: 납부 / 단계축 일치 / L4 [납부/청구 정보] 기준,,
서비스 이용,나의 가입정보 관리,이용회선 관리,use_info_line,가족 회선 통합 관리 (부가서비스/약정/요금제),B5070,5.이용·변경,계약변경(기업공통),기업 요금제변경,0,,중,용어일치: 요금·요금제 / 단계축 일치 / L4 [가족 회선 통합 관리 (부가서비스/약정/요금제)] 기준,,
서비스 이용,나의 가입정보 관리,이용회선 관리,use_info_line,가족 회선 통합 관리 (부가서비스/약정/요금제),B7044,7.청구·수납,청구,실시간요금조회,34,ZINVSHOT82000 LTE Cat.M1 선납잔액 조회 | ZINVSHOTS0010 미래요금조회 | ZINVSHOT01020 당월사용요금조회 | ZINVSVEW01093 태블릿 약정예상위약금조회 | ZINVSHOT01050 해지청구상세조회,중,용어일치: 요금 / 단계축 일치 / L4 [가족 회선 통합 관리 (부가서비스/약정/요금제)] 기준,,
서비스 이용,나의 가입정보 관리,이용회선 관리,use_info_line,가족 회선 통합 관리 (부가서비스/약정/요금제),B5071,5.이용·변경,계약변경(기업공통),기업 부가상품변경,0,,중,용어일치: 부가 / 단계축 일치 / L4 [가족 회선 통합 관리 (부가서비스/약정/요금제)] 기준,,
서비스 이용,나의 가입정보 관리,이용회선 관리,use_info_line,가족 회선 통합 관리 (부가서비스/약정/요금제),B7038,7.청구·수납,청구,요금 조정,35,ZINVSADJ00010 조정관리 | ZINVSADJ00030 조정/보상승인 | ZINVSOTH07060 OK보상비지급내역현황 | ZINVSADJ00600 일괄조정요청목록(운영자) | ZINVSADJ00130 OK보상영업장별조회,중,용어일치: 요금 / 단계축 일치 / L4 [가족 회선 통합 관리 (부가서비스/약정/요금제)] 기준,,
서비스 이용,나의 가입정보 관리,이용회선 관리,use_info_line,가족 회선 통합 관리 (부가서비스/약정/요금제),BC024,청구 운영,청구,요금 정기청구 프로세스,4,ZINVSOTH03030 서비스별정기청구희망회차관리 | ZINVSOTH03010 정기청구회차분할기준관리 화면 | ZINVSOTH03020 정기청구회차분할정보조회 화면 | ZINVSVEW09000 유선계정별다량이용할인 가입/해지,중,용어일치: 요금 / 단계축 일치 / L4 [가족 회선 통합 관리 (부가서비스/약정/요금제)] 기준,,
서비스 이용,나의 가입정보 관리,이용회선 관리,use_info_line,가족 회선 통합 관리 (부가서비스/약정/요금제),BC025,청구 운영,청구,요금계산 검증,49,ZINVSVRF08100 유선청구검증SQL관리 | ZINVSVRF08110 유선청구검증목록관리 | ZINVSVRF08160 유선청구검증데이터확인 | ZINVSOTH00100 직권해지 검증결과조회 | ZINVSVRF98100 유선청구검증 데이터리포트,중,용어일치: 요금 / 단계축 일치 / L4 [가족 회선 통합 관리 (부가서비스/약정/요금제)] 기준,,
